prowas_code,prowas_desc,cpt,cpt text,ccs,CCS Label
109.8,Urethromeatoplasty,53460,Urethromeatoplasty; with partial excision of distal urethral segment (Richardson type procedure),109,Procedures on the urethra
109.9,urethrolysis,53500,Urethrolysis; transvaginal; secondary; open; including cystourethroscopy (eg; postsurgical obstruction; scarring),109,Procedures on the urethra
109.11,Urethrorrhaphy,53502,Urethrorrhaphy; suture of urethral wound or injury; female,109,Procedures on the urethra
109.11,Urethrorrhaphy,53505,Urethrorrhaphy; suture of urethral wound or injury; penile,109,Procedures on the urethra
109.11,Urethrorrhaphy,53510,Urethrorrhaphy; suture of urethral wound or injury; perineal,109,Procedures on the urethra
109.11,Urethrorrhaphy,53515,Urethrorrhaphy; suture of urethral wound or injury; prostatomembranous,109,Procedures on the urethra
109.12,Dilation of urethra,53520,Closure of urethrostomy or urethrocutaneous fistula; male (separate procedure),109,Procedures on the urethra
109.12,Dilation of urethra,53600,Dilation of urethral stricture by passage of sound or urethral dilator; male; initial,109,Procedures on the urethra
109.12,Dilation of urethra,53601,Dilation of urethral stricture by passage of sound or urethral dilator; male; subsequent,109,Procedures on the urethra
109.12,Dilation of urethra,53605,Dilation of urethral stricture or vesical neck by passage of sound or urethral dilator; male; general or conduction (spinal) anesthesia,109,Procedures on the urethra
109.12,Dilation of urethra,53620,Dilation of urethral stricture by passage of filiform and follower; male; initial,109,Procedures on the urethra
109.12,Dilation of urethra,53621,Dilation of urethral stricture by passage of filiform and follower; male; subsequent,109,Procedures on the urethra
109.12,Dilation of urethra,53660,Dilation of female urethra including suppository and/or instillation; initial,109,Procedures on the urethra
109.12,Dilation of urethra,53661,Dilation of female urethra including suppository and/or instillation; subsequent,109,Procedures on the urethra
109.12,Dilation of urethra,53665,Dilation of female urethra; general or conduction (spinal) anesthesia,109,Procedures on the urethra
109.13,Urethra procedure,53855,Insertion of a temporary prostatic urethral stent; including urethral measurement,109,Procedures on the urethra
109.13,Urethra procedure,53860,Transurethral radiofrequency micro-remodeling of the female bladder neck and proximal urethra for stress urinary incontinence,109,Procedures on the urethra
109.7,Urethroplasty,54308,Urethroplasty for second stage hypospadias repair (including urinary diversion); less than 3 cm,109,Procedures on the urethra
109.7,Urethroplasty,54312,Urethroplasty for second stage hypospadias repair (including urinary diversion); greater than 3 cm,109,Procedures on the urethra
109.7,Urethroplasty,54316,Urethroplasty for second stage hypospadias repair (including urinary diversion) with free skin graft obtained from site other than genitalia,109,Procedures on the urethra
109.7,Urethroplasty,54318,Urethroplasty for third stage hypospadias repair to release penis from scrotum (eg; third stage Cecil repair),109,Procedures on the urethra
109.13,Urethra procedure,57310,Closure of urethrovaginal fistula,109,Procedures on the urethra
109.13,Urethra procedure,57311,Closure of urethrovaginal fistula; with bulbocavernosus transplant,109,Procedures on the urethra
109.13,Urethra procedure,0084T,[EXPIRED]-Insertion of a temporary prostatic urethral stent,109,Procedures on the urethra
109.13,Urethra procedure,0193T,[EXPIRED]-Transurethral; radiofrequency micro-remodeling of the female bladder neck and proximal urethra for stress urinary incontinence,109,Procedures on the urethra
110.1,Renal biopsy,50200,Renal biopsy; percutaneous; by trocar or needle,110,Other diagnostic procedures of urinary tract
110.1,Renal biopsy,50205,Renal biopsy; by surgical exposure of kidney,110,Other diagnostic procedures of urinary tract
110.2,Laproscopy,50549,Unlisted laparoscopy procedure; renal,110,Other diagnostic procedures of urinary tract
110.2,Laproscopy,51999,Unlisted laparoscopy procedure; bladder,110,Other diagnostic procedures of urinary tract
111.1,Removal of urethra stent,50382,Removal (via snare/capture) and replacement of internally dwelling ureteral stent via percutaneous approach; including radiological supervision and interpretation,111,Other non-OR therapeutic procedures of urinary tract
111.1,Removal of urethra stent,50384,Removal (via snare/capture) of internally dwelling ureteral stent via percutaneous approach; including radiological supervision and interpretation,111,Other non-OR therapeutic procedures of urinary tract
111.1,Removal of urethra stent,50385,Removal (via snare/capture) and replacement of internally dwelling ureteral stent via transurethral approach; without use of cystoscopy; including radiological supervision and interpretation,111,Other non-OR therapeutic procedures of urinary tract
111.1,Removal of urethra stent,50386,Removal (via snare/capture) of internally dwelling ureteral stent via transurethral approach; without use of cystoscopy; including radiological supervision and interpretation,111,Other non-OR therapeutic procedures of urinary tract
111.1,Removal of urethra stent,50387,Removal and replacement of externally accessible transnephric ureteral stent (eg; external/internal stent) requiring fluoroscopic guidance; including radiological supervision and interpretation,111,Other non-OR therapeutic procedures of urinary tract
111.1,Removal of urethra stent,50389,Removal of nephrostomy tube; requiring fluoroscopic guidance (eg; with concurrent indwelling ureteral stent),111,Other non-OR therapeutic procedures of urinary tract
111.2,Renal injection,50390,Aspiration and/or injection of renal cyst or pelvis by needle; percutaneous,111,Other non-OR therapeutic procedures of urinary tract
111.3,Change of tube,50398,Change of nephrostomy or pyelostomy tube,111,Other non-OR therapeutic procedures of urinary tract
111.4,Renal abltation,50592,Ablation; 1 or more renal tumor(s); percutaneous; unilateral; radiofrequency,111,Other non-OR therapeutic procedures of urinary tract
111.3,Change of tube,50688,Change of ureterostomy tube or externally accessible ureteral stent via ileal conduit,111,Other non-OR therapeutic procedures of urinary tract
111.5,laparoscopy,50949,Unlisted laparoscopy procedure; ureter,111,Other non-OR therapeutic procedures of urinary tract
111.6,drainage,51000,[EXPIRED]-Drainage of bladder,111,Other non-OR therapeutic procedures of urinary tract
111.2,Renal injection,51100,Aspiration of bladder; by needle,111,Other non-OR therapeutic procedures of urinary tract
111.7,Bladder irrigation,51700,Bladder irrigation; simple; lavage and/or instillation,111,Other non-OR therapeutic procedures of urinary tract
111.3,Change of tube,51705,Change of cystostomy tube; simple,111,Other non-OR therapeutic procedures of urinary tract
111.3,Change of tube,51710,Change of cystostomy tube; complicated,111,Other non-OR therapeutic procedures of urinary tract
111.8,Cystourethroscopy,52265,Cystourethroscopy; with dilation of bladder for interstitial cystitis; local anesthesia,111,Other non-OR therapeutic procedures of urinary tract
111.9,Magnetic tx,0029T,[EXPIRED]-Magnetic tx for incontin,111,Other non-OR therapeutic procedures of urinary tract
112.1,Renal ablation,50250,Ablation; open; 1 or more renal mass lesion(s); cryosurgical; including intraoperative ultrasound guidance and monitoring; if performed,112,Other OR therapeutic procedures of urinary tract
112.2,"Excision, kidney",50280,Excision or unroofing of cyst(s) of kidney,112,Other OR therapeutic procedures of urinary tract
112.2,"Excision, kidney",50290,Excision of perinephric cyst,112,Other OR therapeutic procedures of urinary tract
112.3,therapueutic catheter/tube,50391,Instillation(s) of therapeutic agent into renal pelvis and/or ureter through established nephrostomy; pyelostomy or ureterostomy tube (eg; anticarcinogenic or antifungal agent),112,Other OR therapeutic procedures of urinary tract
112.3,therapueutic catheter/tube,50392,Introduction of intracatheter or catheter into renal pelvis for drainage and/or injection; percutaneous,112,Other OR therapeutic procedures of urinary tract
112.4,Pyeloplasty,50400,Pyeloplasty (Foley Y-pyeloplasty); plastic operation on renal pelvis; with or without plastic operation on ureter; nephropexy; nephrostomy; pyelostomy; or ureteral splinting; simple,112,Other OR therapeutic procedures of urinary tract
112.4,Pyeloplasty,50405,Pyeloplasty (Foley Y-pyeloplasty); plastic operation on renal pelvis; with or without plastic operation on ureter; nephropexy; nephrostomy; pyelostomy; or ureteral splinting; complicated (congenital kidney abnormality; secondary pyeloplasty; solitary kidney; calycoplasty),112,Other OR therapeutic procedures of urinary tract
112.5,Nephrorrhaphy,50500,Nephrorrhaphy; suture of kidney wound or injury,112,Other OR therapeutic procedures of urinary tract
112.6,Closure of fistula,50520,Closure of nephrocutaneous or pyelocutaneous fistula,112,Other OR therapeutic procedures of urinary tract
112.6,Closure of fistula,50525,Closure of nephrovisceral fistula (eg; renocolic); including visceral repair; abdominal approach,112,Other OR therapeutic procedures of urinary tract
112.6,Closure of fistula,50526,Closure of nephrovisceral fistula (eg; renocolic); including visceral repair; thoracic approach,112,Other OR therapeutic procedures of urinary tract
112.7,Symphysiotomy,50540,Symphysiotomy for horseshoe kidney with or without pyeloplasty and/or other plastic procedure; unilateral or bilateral (1 operation),112,Other OR therapeutic procedures of urinary tract
112.8,Laparoscopy,50541,Laparoscopy; surgical; ablation of renal cysts,112,Other OR therapeutic procedures of urinary tract
112.8,Laparoscopy,50542,Laparoscopy; surgical; ablation of renal mass lesion(s); including intraoperative ultrasound guidance and monitoring; when performed,112,Other OR therapeutic procedures of urinary tract
112.8,Laparoscopy,50544,Laparoscopy; surgical; pyeloplasty,112,Other OR therapeutic procedures of urinary tract
112.9,Renal endoscopy,50557,Renal endoscopy through established nephrostomy or pyelostomy; with or without irrigation; instillation; or ureteropyelography; exclusive of radiologic service; with fulguration and/or incision; with or without biopsy,112,Other OR therapeutic procedures of urinary tract
112.9,Renal endoscopy,50562,Renal endoscopy through established nephrostomy or pyelostomy; with or without irrigation; instillation; or ureteropyelography; exclusive of radiologic service; with resection of tumor,112,Other OR therapeutic procedures of urinary tract
112.9,Renal endoscopy,50575,Renal endoscopy through nephrotomy or pyelotomy; with or without irrigation; instillation; or ureteropyelography; exclusive of radiologic service; with endopyelotomy (includes cystoscopy; ureteroscopy; dilation of ureter and ureteral pelvic junction; incision of ureteral pelvic junction and insertion of endopyelotomy stent),112,Other OR therapeutic procedures of urinary tract
112.9,Renal endoscopy,50576,Renal endoscopy through nephrotomy or pyelotomy; with or without irrigation; instillation; or ureteropyelography; exclusive of radiologic service; with fulguration and/or incision; with or without biopsy,112,Other OR therapeutic procedures of urinary tract
112.1,Renal ablation,50593,Ablation; renal tumor(s); unilateral; percutaneous; cryotherapy,112,Other OR therapeutic procedures of urinary tract
112.11,Ureterotomy,50600,Ureterotomy with exploration or drainage (separate procedure),112,Other OR therapeutic procedures of urinary tract
112.12,Ureterolithotomy,50610,Ureterolithotomy; upper one-third of ureter,112,Other OR therapeutic procedures of urinary tract
112.12,Ureterolithotomy,50620,Ureterolithotomy; middle one-third of ureter,112,Other OR therapeutic procedures of urinary tract
112.12,Ureterolithotomy,50630,Ureterolithotomy; lower one-third of ureter,112,Other OR therapeutic procedures of urinary tract
112.13,Ureterectomy,50650,Ureterectomy; with bladder cuff (separate procedure),112,Other OR therapeutic procedures of urinary tract
112.13,Ureterectomy,50660,Ureterectomy; total; ectopic ureter; combination abdominal; vaginal and/or perineal approach,112,Other OR therapeutic procedures of urinary tract
112.14,Ureteroplasty,50700,Ureteroplasty; plastic operation on ureter (eg; stricture),112,Other OR therapeutic procedures of urinary tract
112.15,Ureterolysis,50715,Ureterolysis; with or without repositioning of ureter for retroperitoneal fibrosis,112,Other OR therapeutic procedures of urinary tract
112.15,Ureterolysis,50722,Ureterolysis for ovarian vein syndrome,112,Other OR therapeutic procedures of urinary tract
112.15,Ureterolysis,50725,Ureterolysis for retrocaval ureter; with reanastomosis of upper urinary tract or vena cava,112,Other OR therapeutic procedures of urinary tract
112.16,"Urinary anastomosis, revision",50727,Revision of urinary-cutaneous anastomosis (any type urostomy),112,Other OR therapeutic procedures of urinary tract
112.16,"Urinary anastomosis, revision",50728,Revision of urinary-cutaneous anastomosis (any type urostomy); with repair of fascial defect and hernia,112,Other OR therapeutic procedures of urinary tract
112.17,Ureteropyelostomy,50740,Ureteropyelostomy; anastomosis of ureter and renal pelvis,112,Other OR therapeutic procedures of urinary tract
112.18,Ureterocalycostomy,50750,Ureterocalycostomy; anastomosis of ureter to renal calyx,112,Other OR therapeutic procedures of urinary tract
112.19,Ureteroureterostomy,50760,Ureteroureterostomy,112,Other OR therapeutic procedures of urinary tract
112.19,Ureteroureterostomy,50770,Transureteroureterostomy; anastomosis of ureter to contralateral ureter,112,Other OR therapeutic procedures of urinary tract
112.21,Ureteroneocystostomy,50780,Ureteroneocystostomy; anastomosis of single ureter to bladder,112,Other OR therapeutic procedures of urinary tract
112.21,Ureteroneocystostomy,50782,Ureteroneocystostomy; anastomosis of duplicated ureter to bladder,112,Other OR therapeutic procedures of urinary tract
112.21,Ureteroneocystostomy,50783,Ureteroneocystostomy; with extensive ureteral tailoring,112,Other OR therapeutic procedures of urinary tract
112.21,Ureteroneocystostomy,50785,Ureteroneocystostomy; with vesico-psoas hitch or bladder flap,112,Other OR therapeutic procedures of urinary tract
112.19,Ureteroureterostomy,50800,Ureteroenterostomy; direct anastomosis of ureter to intestine,112,Other OR therapeutic procedures of urinary tract
112.22,Ureterosigmoidostomy,50810,Ureterosigmoidostomy; with creation of sigmoid bladder and establishment of abdominal or perineal colostomy; including intestine anastomosis,112,Other OR therapeutic procedures of urinary tract
112.23,Uretero conduit,50815,Ureterocolon conduit; including intestine anastomosis,112,Other OR therapeutic procedures of urinary tract
112.23,Uretero conduit,50820,Ureteroileal conduit (ileal bladder); including intestine anastomosis (Bricker operation),112,Other OR therapeutic procedures of urinary tract
112.24,Continent diversion,50825,Continent diversion; including intestine anastomosis using any segment of small and/or large intestine (Kock pouch or Camey enterocystoplasty),112,Other OR therapeutic procedures of urinary tract
112.24,Continent diversion,50830,Urinary undiversion (eg; taking down of ureteroileal conduit; ureterosigmoidostomy or ureteroenterostomy with ureteroureterostomy or ureteroneocystostomy),112,Other OR therapeutic procedures of urinary tract
112.16,"Urinary anastomosis, revision",50840,Replacement of all or part of ureter by intestine segment; including intestine anastomosis,112,Other OR therapeutic procedures of urinary tract
112.33,Therapuetic urinary tract procedure,50845,Cutaneous appendico-vesicostomy,112,Other OR therapeutic procedures of urinary tract
112.25,Ureterostomy,50860,Ureterostomy; transplantation of ureter to skin,112,Other OR therapeutic procedures of urinary tract
112.26,Ureterorrhaphy,50900,Ureterorrhaphy; suture of ureter (separate procedure),112,Other OR therapeutic procedures of urinary tract
112.6,Closure of fistula,50920,Closure of ureterocutaneous fistula,112,Other OR therapeutic procedures of urinary tract
112.6,Closure of fistula,50930,Closure of ureterovisceral fistula (including visceral repair),112,Other OR therapeutic procedures of urinary tract
112.33,Therapuetic urinary tract procedure,50940,Deligation of ureter,112,Other OR therapeutic procedures of urinary tract
112.8,Laparoscopy,50945,Laparoscopy; surgical; ureterolithotomy,112,Other OR therapeutic procedures of urinary tract
112.27,Drainage,51005,[EXPIRED]-Drainage of bladder,112,Other OR therapeutic procedures of urinary tract
112.27,Drainage,51010,[EXPIRED]-Drainage of bladder,112,Other OR therapeutic procedures of urinary tract
112.28,Cystotomy or cystostomy,51020,Cystotomy or cystostomy; with fulguration and/or insertion of radioactive material,112,Other OR therapeutic procedures of urinary tract
112.28,Cystotomy or cystostomy,51030,Cystotomy or cystostomy; with cryosurgical destruction of intravesical lesion,112,Other OR therapeutic procedures of urinary tract
112.28,Cystotomy or cystostomy,51040,Cystostomy; cystotomy with drainage,112,Other OR therapeutic procedures of urinary tract
112.28,Cystotomy or cystostomy,51045,Cystotomy; with insertion of ureteral catheter or stent (separate procedure),112,Other OR therapeutic procedures of urinary tract
112.28,Cystotomy or cystostomy,51050,Cystolithotomy; cystotomy with removal of calculus; without vesical neck resection,112,Other OR therapeutic procedures of urinary tract
112.12,Ureterolithotomy,51060,Transvesical ureterolithotomy,112,Other OR therapeutic procedures of urinary tract
112.28,Cystotomy or cystostomy,51065,Cystotomy; with calculus basket extraction and/or ultrasonic or electrohydraulic fragmentation of ureteral calculus,112,Other OR therapeutic procedures of urinary tract
112.27,Drainage,51080,Drainage of perivesical or prevesical space abscess,112,Other OR therapeutic procedures of urinary tract
112.27,Drainage,51101,Aspiration of bladder; by trocar or intracatheter,112,Other OR therapeutic procedures of urinary tract
112.27,Drainage,51102,Aspiration of bladder; with insertion of suprapubic catheter,112,Other OR therapeutic procedures of urinary tract
112.28,"Excision, kidney",51500,Excision of urachal cyst or sinus; with or without umbilical hernia repair,112,Other OR therapeutic procedures of urinary tract
112.28,Cystotomy or cystostomy,51520,Cystotomy; for simple excision of vesical neck (separate procedure),112,Other OR therapeutic procedures of urinary tract
112.28,Cystotomy or cystostomy,51525,Cystotomy; for excision of bladder diverticulum; single or multiple (separate procedure),112,Other OR therapeutic procedures of urinary tract
112.28,Cystotomy or cystostomy,51530,Cystotomy; for excision of bladder tumor,112,Other OR therapeutic procedures of urinary tract
112.28,Cystotomy or cystostomy,51535,Cystotomy for excision; incision; or repair of ureterocele,112,Other OR therapeutic procedures of urinary tract
112.29,Cystectomy,51550,Cystectomy; partial; simple,112,Other OR therapeutic procedures of urinary tract
112.29,Cystectomy,51555,Cystectomy; partial; complicated (eg; postradiation; previous surgery; difficult location),112,Other OR therapeutic procedures of urinary tract
112.29,Cystectomy,51565,Cystectomy; partial; with reimplantation of ureter(s) into bladder (ureteroneocystostomy),112,Other OR therapeutic procedures of urinary tract
112.29,Cystectomy,51570,Cystectomy; complete; (separate procedure),112,Other OR therapeutic procedures of urinary tract
112.29,Cystectomy,51575,Cystectomy; complete; with bilateral pelvic lymphadenectomy; including external iliac; hypogastric; and obturator nodes,112,Other OR therapeutic procedures of urinary tract
112.29,Cystectomy,51580,Cystectomy; complete; with ureterosigmoidostomy or ureterocutaneous transplantations,112,Other OR therapeutic procedures of urinary tract
112.29,Cystectomy,51585,Cystectomy; complete; with ureterosigmoidostomy or ureterocutaneous transplantations; with bilateral pelvic lymphadenectomy; including external iliac; hypogastric; and obturator nodes,112,Other OR therapeutic procedures of urinary tract
112.29,Cystectomy,51590,Cystectomy; complete; with ureteroileal conduit or sigmoid bladder; including intestine anastomosis,112,Other OR therapeutic procedures of urinary tract
112.29,Cystectomy,51595,Cystectomy; complete; with ureteroileal conduit or sigmoid bladder; including intestine anastomosis; with bilateral pelvic lymphadenectomy; including external iliac; hypogastric; and obturator nodes,112,Other OR therapeutic procedures of urinary tract
112.29,Cystectomy,51596,Cystectomy; complete; with continent diversion; any open technique; using any segment of small and/or large intestine to construct neobladder,112,Other OR therapeutic procedures of urinary tract
112.33,Therapuetic urinary tract procedure,51597,Pelvic exenteration; complete; for vesical; prostatic or urethral malignancy; with removal of bladder and ureteral transplantations; with or without hysterectomy and/or abdominoperineal resection of rectum and colon and colostomy; or any combination thereof,112,Other OR therapeutic procedures of urinary tract
112.33,Therapuetic urinary tract procedure,51800,Cystoplasty or cystourethroplasty; plastic operation on bladder and/or vesical neck (anterior Y-plasty; vesical fundus resection); any procedure; with or without wedge resection of posterior vesical neck,112,Other OR therapeutic procedures of urinary tract
112.33,Therapuetic urinary tract procedure,51820,Cystourethroplasty with unilateral or bilateral ureteroneocystostomy,112,Other OR therapeutic procedures of urinary tract
112.33,Therapuetic urinary tract procedure,51860,Cystorrhaphy; suture of bladder wound; injury or rupture; simple,112,Other OR therapeutic procedures of urinary tract
112.33,Therapuetic urinary tract procedure,51865,Cystorrhaphy; suture of bladder wound; injury or rupture; complicated,112,Other OR therapeutic procedures of urinary tract
112.28,Cystotomy or cystostomy,51880,Closure of cystostomy (separate procedure),112,Other OR therapeutic procedures of urinary tract
112.6,Closure of fistula,51900,Closure of vesicovaginal fistula; abdominal approach,112,Other OR therapeutic procedures of urinary tract
112.6,Closure of fistula,51920,Closure of vesicouterine fistula,112,Other OR therapeutic procedures of urinary tract
112.33,Therapuetic urinary tract procedure,51940,Closure; exstrophy of bladder,112,Other OR therapeutic procedures of urinary tract
112.33,Therapuetic urinary tract procedure,51960,Enterocystoplasty; including intestinal anastomosis,112,Other OR therapeutic procedures of urinary tract
112.33,Therapuetic urinary tract procedure,51980,Cutaneous vesicostomy,112,Other OR therapeutic procedures of urinary tract
112.31,Cystourethroscopy,52250,Cystourethroscopy with insertion of radioactive substance; with or without biopsy or fulguration,112,Other OR therapeutic procedures of urinary tract
112.31,Cystourethroscopy,52260,Cystourethroscopy; with dilation of bladder for interstitial cystitis; general or conduction (spinal) anesthesia,112,Other OR therapeutic procedures of urinary tract
112.31,Cystourethroscopy,52287,Cystourethroscopy; with injection(s) for chemodenervation of the bladder,112,Other OR therapeutic procedures of urinary tract
112.32,Litholapaxy,52317,Litholapaxy: crushing or fragmentation of calculus by any means in bladder and removal of fragments; simple or small (less than 2.5 cm),112,Other OR therapeutic procedures of urinary tract
112.32,Litholapaxy,52318,Litholapaxy: crushing or fragmentation of calculus by any means in bladder and removal of fragments; complicated or large (over 2.5 cm),112,Other OR therapeutic procedures of urinary tract
112.31,Cystourethroscopy,52327,Cystourethroscopy (including ureteral catheterization); with subureteric injection of implant material,112,Other OR therapeutic procedures of urinary tract
112.33,Therapuetic urinary tract procedure,52339,[EXPIRED]-Cystoscopy and treatment,112,Other OR therapeutic procedures of urinary tract
112.31,Cystourethroscopy,52355,Cystourethroscopy; with ureteroscopy and/or pyeloscopy; with resection of ureteral or renal pelvic tumor,112,Other OR therapeutic procedures of urinary tract
112.27,Drainage,53080,Drainage of perineal urinary extravasation; uncomplicated (separate procedure),112,Other OR therapeutic procedures of urinary tract
112.27,Drainage,53085,Drainage of perineal urinary extravasation; complicated,112,Other OR therapeutic procedures of urinary tract
112.33,Therapuetic urinary tract procedure,53899,Unlisted procedure; urinary system,112,Other OR therapeutic procedures of urinary tract
112.6,Closure of fistula,57320,Closure of vesicovaginal fistula; vaginal approach,112,Other OR therapeutic procedures of urinary tract
112.6,Closure of fistula,57330,Closure of vesicovaginal fistula; transvesical and vaginal approach,112,Other OR therapeutic procedures of urinary tract
113.1,Transurethral resection,52601,Transurethral electrosurgical resection of prostate; including control of postoperative bleeding; complete (vasectomy; meatotomy; cystourethroscopy; urethral calibration and/or dilation; and internal urethrotomy are included),113,Transurethral resection of prostate (TURP)
113.2,Prostatectomy,52612,[EXPIRED]-Prostatectomy; first sta,113,Transurethral resection of prostate (TURP)
113.2,Prostatectomy,52614,[EXPIRED]-Prostatectomy; second st,113,Transurethral resection of prostate (TURP)
113.2,Prostatectomy,52620,[EXPIRED]-Remove residual prostate,113,Transurethral resection of prostate (TURP)
113.1,Transurethral resection,52630,Transurethral resection; residual or regrowth of obstructive prostate tissue including control of postoperative bleeding; complete (vasectomy; meatotomy; cystourethroscopy; urethral calibration and/or dilation; and internal urethrotomy are included),113,Transurethral resection of prostate (TURP)
113.3,Transurethral destruction,53850,Transurethral destruction of prostate tissue; by microwave thermotherapy,113,Transurethral resection of prostate (TURP)
113.3,Transurethral destruction,53852,Transurethral destruction of prostate tissue; by radiofrequency thermotherapy,113,Transurethral resection of prostate (TURP)
113.1,Transurethral resection,53853,[EXPIRED]-Prostatic water thermoth,113,Transurethral resection of prostate (TURP)
114.1,Prostatectomy,55801,Prostatectomy; perineal; subtotal (including control of postoperative bleeding; vasectomy; meatotomy; urethral calibration and/or dilation; and internal urethrotomy),114,Open prostatectomy
114.1,Prostatectomy,55810,Prostatectomy; perineal radical,114,Open prostatectomy
114.1,Prostatectomy,55812,Prostatectomy; perineal radical; with lymph node biopsy(s) (limited pelvic lymphadenectomy),114,Open prostatectomy
114.1,Prostatectomy,55815,Prostatectomy; perineal radical; with bilateral pelvic lymphadenectomy; including external iliac; hypogastric and obturator nodes,114,Open prostatectomy
114.1,Prostatectomy,55821,Prostatectomy (including control of postoperative bleeding; vasectomy; meatotomy; urethral calibration and/or dilation; and internal urethrotomy); suprapubic; subtotal; 1 or 2 stages,114,Open prostatectomy
114.1,Prostatectomy,55831,Prostatectomy (including control of postoperative bleeding; vasectomy; meatotomy; urethral calibration and/or dilation; and internal urethrotomy); retropubic; subtotal,114,Open prostatectomy
114.1,Prostatectomy,55840,Prostatectomy; retropubic radical; with or without nerve sparing,114,Open prostatectomy
114.1,Prostatectomy,55842,Prostatectomy; retropubic radical; with or without nerve sparing; with lymph node biopsy(s) (limited pelvic lymphadenectomy),114,Open prostatectomy
114.1,Prostatectomy,55845,Prostatectomy; retropubic radical; with or without nerve sparing; with bilateral pelvic lymphadenectomy; including external iliac; hypogastric; and obturator nodes,114,Open prostatectomy
114.2,Laparoscopy,55866,Laparoscopy; surgical prostatectomy; retropubic radical; including nerve sparing; includes robotic assistance; when performed,114,Open prostatectomy
114.3,Ablation,55873,Cryosurgical ablation of the prostate (includes ultrasonic guidance and monitoring),114,Open prostatectomy
115.1,Circumcision,54150,Circumcision; using clamp or other device with regional dorsal penile or ring block,115,Circumcision
115.1,Circumcision,54152,[EXPIRED]-Circumcision,115,Circumcision
115.1,Circumcision,54160,Circumcision; surgical excision other than clamp; device; or dorsal slit; neonate (28 days of age or less),115,Circumcision
115.1,Circumcision,54161,Circumcision; surgical excision other than clamp; device; or dorsal slit; older than 28 days of age,115,Circumcision
115.2,Revision circumcision,54163,Repair incomplete circumcision,115,Circumcision
116.1,Biopsy,54100,Biopsy of penis; (separate procedure),116,"Diagnostic procedures, male genital"
116.1,Biopsy,54105,Biopsy of penis; deep structures,116,"Diagnostic procedures, male genital"
116.2,injection,54231,Dynamic cavernosometry; including intracavernosal injection of vasoactive drugs (eg; papaverine; phentolamine),116,"Diagnostic procedures, male genital"
116.2,injection,54235,Injection of corpora cavernosa with pharmacologic agent(s) (eg; papaverine; phentolamine),116,"Diagnostic procedures, male genital"
116.5,Penile diagnostic procedure,54240,Penile plethysmography,116,"Diagnostic procedures, male genital"
116.5,Penile diagnostic procedure,54250,Nocturnal penile tumescence and/or rigidity test,116,"Diagnostic procedures, male genital"
116.1,Biopsy,54500,Biopsy of testis; needle (separate procedure),116,"Diagnostic procedures, male genital"
116.1,Biopsy,54505,Biopsy of testis; incisional (separate procedure),116,"Diagnostic procedures, male genital"
116.4,Laparoscopy,54699,Unlisted laparoscopy procedure; testis,116,"Diagnostic procedures, male genital"
116.1,Biopsy,54800,Biopsy of epididymis; needle,116,"Diagnostic procedures, male genital"
116.3,Exploration,54820,[EXPIRED]-Exploration of epididymi,116,"Diagnostic procedures, male genital"
116.3,Exploration,54865,Exploration of epididymis; with or without biopsy,116,"Diagnostic procedures, male genital"
116.3,Exploration,55110,Scrotal exploration,116,"Diagnostic procedures, male genital"
116.1,Biopsy,55700,Biopsy; prostate; needle or punch; single or multiple; any approach,116,"Diagnostic procedures, male genital"
116.1,Biopsy,55705,Biopsy; prostate; incisional; any approach,116,"Diagnostic procedures, male genital"
116.1,Biopsy,55706,Biopsies; prostate; needle; transperineal; stereotactic template guided saturation sampling; including imaging guidance,116,"Diagnostic procedures, male genital"
117.1,Slitting of prepuce,54000,Slitting of prepuce; dorsal or lateral (separate procedure); newborn,117,"Other non-OR therapeutic procedures, male genital"
117.1,Slitting of prepuce,54001,Slitting of prepuce; dorsal or lateral (separate procedure); except newborn,117,"Other non-OR therapeutic procedures, male genital"
117.2,"Destruction of lesions, penis",54050,Destruction of lesion(s); penis (eg; condyloma; papilloma; molluscum contagiosum; herpetic vesicle); simple; chemical,117,"Other non-OR therapeutic procedures, male genital"
117.2,"Destruction of lesions, penis",54055,Destruction of lesion(s); penis (eg; condyloma; papilloma; molluscum contagiosum; herpetic vesicle); simple; electrodesiccation,117,"Other non-OR therapeutic procedures, male genital"
117.2,"Destruction of lesions, penis",54056,Destruction of lesion(s); penis (eg; condyloma; papilloma; molluscum contagiosum; herpetic vesicle); simple; cryosurgery,117,"Other non-OR therapeutic procedures, male genital"
117.2,"Destruction of lesions, penis",54057,Destruction of lesion(s); penis (eg; condyloma; papilloma; molluscum contagiosum; herpetic vesicle); simple; laser surgery,117,"Other non-OR therapeutic procedures, male genital"
117.3,therapeutic,54200,Injection procedure for Peyronie disease,117,"Other non-OR therapeutic procedures, male genital"
117.3,therapeutic,54450,Foreskin manipulation including lysis of preputial adhesions and stretching,117,"Other non-OR therapeutic procedures, male genital"
117.3,therapeutic,55000,Puncture aspiration of hydrocele; tunica vaginalis; with or without injection of medication,117,"Other non-OR therapeutic procedures, male genital"
117.3,therapeutic,55100,Drainage of scrotal wall abscess,117,"Other non-OR therapeutic procedures, male genital"
117.3,therapeutic,55120,Removal of foreign body in scrotum,117,"Other non-OR therapeutic procedures, male genital"
117.4,Vasotomy or vasectomy,55200,Vasotomy; cannulization with or without incision of vas; unilateral or bilateral (separate procedure),117,"Other non-OR therapeutic procedures, male genital"
